course_name,course_url,course_level,is_winter,course_code,course_goals,course_description,credit_score,prerequisit_credits,course_professors,mandatory
Виртуелна реалност,https://www.finki.ukim.mk/subject/F23L3S083,3,False,F23L3S083,"Предметот треба да овозможи запознавање на студентите со концептот на виртуелна реалност, различните
видови виртуелни околини, влезно-излезните уреди, како и основни програмерски техники за дизајнирање и
развој на виртуелни околини. По завршување на курсот се очекува студентот да го разбира концептот на
виртуелната реалност, да биде во можност да ги опише карактеристиките на различните видови виртуелни
околини и да има основни познавања за дизајнирање и развој на виртуелни светови.","Предавања:
	1. Вовед. Терминологија. Примери.
	2. Влезни уреди. Видови влезни уреди. Уреди за следење на позиција на глава.
	3. Влезни уреди. Уреди за следење на рака. Платформи. Уреди за следење на светот. Критериуми за евалуација на уредите за следење.
	4. Излезни уреди. видови. Видео излезни уреди. Просторно гледање. Техники за 3Д поглед. Видови уреди. Примери.
	5. Излезни уреди. Аудио уреди. Добивање на 3Д звук. Стационарни и нестационарни уреди.  Примери.
	6. Влезно-излезни уреди. Тактилни уреди. Форми на тактилна перцепција. Карактеристики. Уреди на допир.
	7. Тактилни уреди. Користење на роботизирани раце. Уреди базирани на магнетна левитација. Користење на звук за симулација на допир.
	8. Излезни уреди за другите сетила. Мирис. Вкус.
	9. Репрезентација на виртуелен свет. Видови репрезентација. Користење на поедноставени симболи. Реалистичност и степени на реалистичност. Техники за репрезентација на видео, аудио и тектилни сигнали.
	10. Рендерирање на виртуелни светови. Површинско и волуменско рендерирање на видео информации. Рендерирање на комплексни сцени и оптимизација на ресурси. Граф на сцена. Рендерирање на аудио и тактилни сигнали.
	11. Интеракција со корисникот. Манипулација со објекти во виртуелниот свет. Методи за манипулација. Техники за селекција на објекти. Задавње на команди во виртуелниот свет.
	12. Навигација во виртуелен свет. Одредување на патеки. Помош при одредување на патеки. Патување во виртуелен свет. Начини на патување во виртуелен свет.

Вежби:
	1. Вовед во технологии што поддржуваат креирање на виртуелна околина.
	2. Дополнителни можности на технологиите што поддржуваат креирање на виртуелна околина.
	3. Креирање едноставна виртуелна околина.
	4. Имплементација на примери за работа со влезни уреди и следење на позицијата на главата во околина за виртуелна реалност.
	5. Имплементација на дополнителни примери за работа со различни влезни уреди
	6. Имплементација на примери адаптирани за различни излезни уреди.
	7. Имплементација на примери за работа со тактилни уреди.
	8. Имплементација на дополнителни примери за работа со тактилни уреди.
	9. Примери со различни видови репрезентација на виртуелниот свет. Употреба на различни техники за репрезентација на звук.
	10. Имплементација на покомплексни сцени. Справување со ресурси.
	11. Имплементација на различни начини на интеракција со корисникот. Примери со манипулација со објекти во виртуелниот свет.
	12. Имплементација на навигација. Примери со различни начини на патување во виртуелната околина.",6.0,Алгоритми и податочни структури или Примена на алгоритми и податочни структури,ворн. проф. д-р Катарина Тројачанец Динева ; проф. д-р Сузана Лошковска,No
Вовед во когнитивни науки,https://www.finki.ukim.mk/subject/F23L3S086,3,False,F23L3S086,"Целта е да се разбере како работи човечкиот мозок. Студентите ќе се запознаат со теоретските и емпириските погледи кои ја дефинираат когнитивната наука. Ќе се запознаат со истражувањата за природата на менталните процеси како перцепцијата, мислењето, меморијата, фантазијата, вниманието, јазикот, интелигенцијата, донесувањето одлуки и решавањето проблеми. Студентите ќе научат кои се алатките превземени од експерименталната психологија, наука на развојот, комјутерската наука, лингвистика, визуализацијата, филозофијата, антропологијата, бихевиоризмот, неврологијата. Курсот ќе ги поврзе сите овие пристапи кои се поврзуваат во когнитивната наука.","Што е когнитивна наука. Еволуција на умот. Визуелна репрезентација на невроните во
човечкиот мозок. Перцепцијата, визуелна когниција, мислење, меморија, фантазија,
внимание, емоции, лингвистика, интелигенција, донесување одлуки, решавање
проблеми. Учење, учечки агенти, таксономии на учење. Неврофизиологија и
оштетување на мозокот. Минато, сегашност и иднина на когнитивната наука.",6.0,Освоени најмалку 120 ЕКТС,проф. д-р Андреа Кулаков,No
Етичко хакирање,https://www.finki.ukim.mk/subject/F23L3S101,3,False,F23L3S101,"Студентот ќе ги запознае основните концепти, техники и алатки кои се користат во полето на безбедност на системи. Со преземање на улогата на ""напаѓач"" студентот ќе се стекне со знаење за повеќето сигурносни слабости во неговата околина и начин како да се заштити од нив.","Предавања:
	1. Вовед во предметот
	2. Етика, поими од безбедност, вовед во етичко хакирање
	3. Фази на етичко хакирање - Извидница и скенирање
	4. Фази на етичко хакирање - Добивање на пристап
	5. Фази на етичко хакирање - Одржување на пристапот
	6. Фази на етичко хакирање - Прикривање траги и Известување
	7. Киднапирање  сесија
	8. Хакирање на веб апликации и сервери
	9. Хакирање со социјален инженеринг.
	10. Преполнување на бафери
	11. SQL Injection
	12. Пен тестирање и заштита на системи од напади

Вежби:
	1. Вовед за вежбите
	2. Вовед и воспоставување на работната околина
	3. Напади за пресретнување мрежен сообраќај
	4. Алатки за извидништво и скенирање
	5. Експлоатација со Metasploit
	6. Движење низ мрежата
	7. Post Explotation, Тројанци, одржување на пристапот, криење на сообраќајот (ICMP, DNS tunneling)
	8. Веб напади 1
	9. Веб напади 2
	10. Social Engineering
	11. Пробивање лозинки
	12. Практични проекти",6.0,Компјутерски мрежи или компјутерски мрежи и безбедност,проф. д-р Анастас Мишев ; ворн. проф. д-р Христина Михајлоска,No
ИКТ за развој,https://www.finki.ukim.mk/subject/F23L3S102,3,False,F23L3S102,"Целта на курсот е да ги разгледа основите принципи и најдобри практики за користењето на технологијата за развој на човештвото. Да се разбере концептот на одржлив развој кој ги го вклучува влијанието врз природата, луѓето, општеството и управувањето. Разбирање на можностите за примена на нови ИКТ технологии за општо добро.","Улогата на технолошките иновации а особено ИКТ во развојот на човекот и на општеството.
Одржлив развој. Цели на Обединети Нации за развој кои треба да го трансформираат светот во подобро место на живеење.
Совесен капитализам. Enviromental, Social и Governance (ESG) принципи за развој и инвестирање.
Социјални иновации и социјално претприемништво
Разгледување на нови ИКТ технологии ((Вештачка интелигенција, Машинско учење, Мобилни уреди, Социјални медиуми) и нивна примена во заштита на околината, грижа за луѓето, подобрување на условите за работа и владеењето.
Дизајн центриран кон човекот. Методологија на размислување за дизајн: (1)Емпатија (2) Дефинирање (3)Генерирање идеи (4)Изградба на прототип (5)Тестирање (6)Имплементација",6.0,Бизнис и менаџмент,проф. д-р Димитар Трајанов,No
Откривање знаење со длабоко учење,https://www.finki.ukim.mk/subject/F23L3S106,3,False,F23L3S106,"По завршување на предметот, студентот ќе биде оспособен за  избор на соодветни техники за откривање и извлекување на знаење од различен вид податоци. Студентот ќе поседува познавања за напредни архитектури за длабоко учење со примена во системи за препораки, анализа на граф-структурирани податоци и мултимодална фузија на податоци.","1. Вовед во темите кои ги обработува предметот. Напредни методи на машинско учење и области на нивна примена.
	2. Граф-структурирани податоци. Анализа на статитичките и динамички својства на графови.
	3. Примена на граф невронски мрежи за анализа на графови
	4. Репрезентација на јазли и врски во графови
	5. Извлекување на знаење од социјалните мрежи: Предвидување на врски. Класификација и анотација на јазли.
	6. Примена на граф-невронси мрежи за системи за препораки
	7. Пристапи базирани на длабоко учење и учење со надгледување
	8. Генеративни спротивставени мрежи
	9. Примена на ГАН во машинска визија и обработка на природните јазици
	10. Мултимодална фузија
	11. Длабоки невронски мрежи за мултимодална фузија со области на примена
	12. Студии на случај на примена на ѕчење со поттикнување, граф-невронски мрежи и генеративни спротивстваени мрежи",6.0,Вештачка интелигенција или Вовед во науката за податоци или Машинско учење,проф. д-р Кире Триводалиев ; проф. д-р Слободан Калајџиски ; проф. д-р Соња Гиевска,No
Интелигентни системи,https://www.finki.ukim.mk/subject/F23L3S107,3,False,F23L3S107,"Целта на предметот е да го заокружи знаењето на студентите од областа на интелигентните системи, почнувајќи од претпроцесирањена податоците до валидирање на изградениот систем. Студентите ќе се оспособат да изградат интелигентен систем од почеток до крај на реални проблеми од специфичен домен, користејќи алатки за автоматизација на процесот на градење ИС.","Предавања:
	1. Вовед во проблематиката на предметот
	2. Преглед на домените во кои се користат современи Интелигентни системи (медицина, процесирање јазици, роботика)
	3. Современи техники за претпроцесирање податоци - инженерство на податоци (Data Engineering): избор на податоци, чистење податоци, инженерство на атрибути (feature engineering)
	4. Современи техники од машинско учење и длабоко учење за градење модели на ИС; Трансферирано учење;
	5. Современи методи за евалуација на модели на ИС (класификација и регресија);
	6. Дискриминантни наспроти генеративни методи за градење ИС;
	7. Интерпретација на изградени модели - Shapley вредност (SHAP);
	8. Како да се избегуиваат скриените проблеми и опасности при градењето Интелигентни системи.
	9. Обработка на реален проблем – методи за најдобар избор на техники за претпроцесирање
	10. Обработка на реален проблем -  изградба на модел, евалуација
	11. Интерпретација на изградените модели
	12. Автоматизација на процесот на градење интелигентен систем - животен циклус крај-до-крај

Вежби:
	1. Вовед во Интелигентни системи
	2. Преглед на домените во кои се користат современи Интелигентни системи - примери
	3. Современи техники за претпроцесирање податоци - примери во Python
	4. Современи техники од машинско учење и длабоко учење за градење модели на ИС - примери во Python
	5. Современи методин за евалуација на модели на ИС (класификација и регресија) - примери во Python
	6. Дискриминантни наспроти генеративни методи за градење ИС - примери во Python
	7. SHAP во Python, Weighted SHAР, SHAP со GPU
	8. Како да се избегнуваат скриените проблеми и опасности при градењето Интелигентни системи.
	9. Претппроцесирање биосигнали со алатки во Python со податочни множества од пациенти
	10. Градење модели за предвидување со алатки во Python
	11. Интерпретација на изградените модели
	12. Алатки за автоматизација на градење ИС (open source платформа - MLflow)",6.0,Вештачка интелигенција или Вовед во науката за податоци или Машинско учење,проф. д-р Ана Мадевска Богданова,No
Инфраструктурно програмирање,https://www.finki.ukim.mk/subject/F23L3S111,3,False,F23L3S111,"Студентот ќе се здобие со знаење за лесно и ефикасно менаџирање на IT системи, управување со традиционалните
податочни центри, приватни и јавни облаци и клиентските компјутери и уреди. Студентот ќе може да се запознае и со
платформи за менаџирање на повеќе хипервизори, физички ресурси и апликации.","Предавања:
	1. Организација на податочен центар
	2. Менаџмент на податочен центар (сервери, сервиси, корисници)
	3. Документирање на ИТ основните средства (хардвер, софтвер, сервиси)
	4. Заштита од испади и катастрофи, обезбедување на континуитет на сервисите
	5. Менаџмент на промените
	6. Алатки за автоматизиран конфигурациски менаџмент
	7. Програмирање на постапки за автоматизирана инсталација на сиситеми
	8. Програмирање на постапки за автоматизирана конфигурација на сиситеми",6.0,Компјутерски мрежи или компјутерски мрежи и безбедност,проф. д-р Боро Јакимовски,No
Програмски јазици и компајлери,https://www.finki.ukim.mk/subject/F23L3S112,3,False,F23L3S112,"Студентите треба да го разбрерат развојот и спектарот на програмските јазици, и да го сфатат процесот на конструкција на компајлер што ќе ги надгради како програмери кои навлегле во суштината на програмските јазици.","Предавања:
	1. Вовед во предметот. Развој на програмските јазици
	2. Спектар на програмсите јазици
	3. Разработка на структурата на компајлерот со изучување на структурата на даден програмски јазик
	4. Развој на граматики и синтаксно ориентирани преведувачи
	5. Лексичка анализа
	6. Синтакса и семантика, синтаксни дрва
	7. Парсирање: bottom-up и top-down
	8. Препроцесирање, поправка на грешки, симболни табели
	9. Проверка на типови, семантичка проверка
	10. Генерирање на код
	11. Оптимизација на код
	12. Bootstrapping. Конструкција на компајлер

Вежби:
	1.
	2.
	3.
	4.
	5.
	6.
	7.
	8.
	9.
	10.
	11.
	12.",6.0,Алгоритми и податочни структури или Примена на алгоритми и податочни структури,проф. д-р Миле Јованов,No
Мобилни апликации,https://www.finki.ukim.mk/subject/F23L3S127,3,False,F23L3S127,По завршувањето на предметот се очекува студентот да има продлабочено знаење во примена на технологиите и алатките за дизајн и развој на мобилни апликации.,"Предавања:
	1. Модерни пристапи во развојот на мобилните апликации
	2. Преглед на iOS како платформа за развој на мобилни апликации
	3. Структура на iOS апликациите
	4. Планирање и развој на комерцијална мобилна апликација
	5. Кориснички интерфејси слеани со оперативниот систем
	6. Правила за развој и планирање на кориснички интерфејс во iOS
	7. Оптимизација на ресурси кај мобилните апликации
	8. Податочни структури и работа со меморијата во мобилните уреди
	9. Бази на податоци кај мобилните уреди и интеграција со надворешни сервиси
	10. Вештачка интелигенција и машинска визија во мобилните апликации
	11. Мобилните апликации во здравството, банките и електронската комерција
	12. Примери на мобилни апликации во iOS од индустријата
	13. Публикување на мобилни апликации во iOS (најдобри практики)

Вежби:
	1. Основи на Swift
	2. Преглед на развојната алатка XCode за развој на мобилни апликации во Swift
	3. MVC - Модел, Поглед и Контролер парадигма за развој на апликации, животен циклус на апликацијата
	4. Видови на погледи кај мобилните апликации, развој на апликација со еден поглед
	5. Развој на апликации со повеќе погледи и транзиции на погледи
	6. Програмирање на погледи со адаптабилен распоред и големина
	7. Анимации на транзициите и на погледите, пренос на податоци меѓу погледите
	8. Чување на податоци кај мобилните уреди
	9. Прикажување на податоци во табели и колекции
	10. Програмирање паметна апликација во Swift со користење на различните видови на сензори и камерата со вградените рутини за процесирање на слики и вештачка интелигенција во iOS
	11. Поврзување со веб сервиси и надворешни сервиси на апликаицијата и нотификации
	12. Отстранување на грешки кај апликацијата, најдобри практики за програмирање, користење на библиотеки надвор од основната рамка
	13. Публикување на апликација",6.0,Алгоритми и податочни структури или Примена на алгоритми и податочни структури,проф. д-р Љупчо Антовски ; ворн. проф. д-р Петре Ламески ; проф. д-р Владимир Трајковиќ,No
Моделирање и менаџирање на бизнис процеси,https://www.finki.ukim.mk/subject/F23L3S130,3,False,F23L3S130,"По завршувањето на предметот се очекува студентот да ги разбира и има продлабочено знаење за типови бизнис процеси и нивна поврзаност со ИС, ќе имаат продлабочено знаење во идентификување, моделирање и мапирање разни типови бизнис процеси, ќе знаат да применат алатки и јазици за моделирање на бизнис процеси преку соодветни дијаграми, ќе имаат познавање од принципите за подобрување на тек на процеси, ќе имаат познавање од концептите за податочна размена и интероперабилност.","Предавања:
	1. Вовед во бизнис процеси.
	2. Фази во циклусот за менаџирање на бизнис процеси.
	3. Идентификација на бизнис процеси.
	4. Јазици за моделирање на бизнис процеси.
	5. Моделирање на бизнис процеси со BPMN. Основни поими при моделирање на бизнис процеси (настани, активности, артефакти, ресурси).
	6. Напредно моделирање на бизнис процеси со BPMN. Декомпозиција на бизнис процеси. Повторување и реискористување на бизнис процеси. Справување со настани и исклучоци.
	7. Дијаграм на кореографии.
	8. Откривање на бизнис процеси.
	9. Квалитативна анализа на бизнис процеси.
	10. Квантитативна анализа на бизнис процеси. Анализа на тек на процеси. Анализа базирана на теорија на редици на чекање. Анализа преку симулација на бизнис процеси.
	11. Редизајн на бизнис процеси.
	12. Автоматизација на бизнис процеси.
	13. Процесна интелигенција. Откривање на знаење за бизнис процесите.

Вежби:
	1. Бизнис процеси - примери, основни елементи, најкарактеристични бизнис процеси.
	2. Илустрација на фазите во циклусот за менаџирање на бизнис процеси.
	3. Идентификација на бизнис процеси и градење на архитектура од процеси - задачи.
	4. Примери за моделирање на бизнис процеси со користење на различни јазици.
	5. Моделирање на бизнис процеси со BPMN - задачи.
	6. Моделирање на бизнис процеси со BPMN - задачи.
	7. Моделирање на бизнис процеси со BPMN - задачи.
	8. Дијаграм на кореографии - задачи.
	9. Откривање на бизнис процеси - задачи. Квалитативна анализа на бизнис процеси - задачи.
	10. Квантитативна анализа на тек на бизнис процеси - задачи. Квантитативна анализа базирана на теорија на редици на чекање - задачи.
	11. Квантитативна анализа преку симулација на бизнис процеси - задачи.
	12. Редизајн на бизнис процеси - задачи. Автоматизација на бизнис процеси - илустрација.
	13. Откривање на знаење за бизнис процесите - илустрација.",6.0,Објектно ориентирано програмирање,ворн. проф. д-р Георгина Мирчева,No
Моделирање и симулација,https://www.finki.ukim.mk/subject/F23L3S131,3,False,F23L3S131,"Студентот ќе се здобие со знаења за користење на техники за моделирање со цел да го евалуира однесувањето на реалните системи. Студентот ќе стекне способност за конструирање, верификација и решавање
на модели со различни нивоа на апстракција и деталност. Ќе бидат опфатени и методи за фитување на состојбата и параметрите на моделите со реални податоци, како и предвидување на идното однесување и ""што-ако"" анализи.","Предавања:
	1. Вовед во моделирање и симулација
	2. Генерирање на случајни броеви
	3. Моделирање на дискретни системи
	4. Моделирање на континуирани системи
	5. Моделирање на високо-димензионални системи
	6. Модели со агенти
	7. Модели со теорија на игри
	8. Стохастични модели и нивна примена во финансии
	9. Редици на чекање
	10. Естимација на состојба и параметри со реални податоци и предвидување на идното поведени
	11. Техники на оптимизација
	12. Методи за намалување на димензионалноста

Вежби:
	1. Запознавање со Python
	2. Генерирање на случајни броеви
	3. Репрезентација и симулација на примери од дискретни системи
	4. Репрезентација и симулација на примери од континуирани системи
	5. Репрезентација и симулација на високо-димензионални системи
	6. Модели со агенти
	7. Симулации со теорија на игри
	8. Стохастични модели и нивна примена во финансии
	9. Редици на чекање
	10. Примена на неколку алгоритми за естимација врз реална состојба и параметри со реални податоци и предвидување на идното поведение
	11. Техники на оптимизација
	12. Методи за намалување на димензионалноста",6.0,Веројатност и статистика или Основи на теорија на информации или Бизнис статистика или Математика 3,проф. д-р Ласко Баснарков,No
Модерни трендови во роботика,https://www.finki.ukim.mk/subject/F23L3S132,3,False,F23L3S132,"Студентите ќе бидат воведени во модерните трендови во роботиката. Ќе бидат запознаени со современите техники на моделирање на околината, во која роботите стануваат секојдневие. Студентите ќе се стекнат со познавање на тековните трендови во роботиката како што се интеракција човек – робот, нанороботика, биолошки роботи, роботизирани производни процеси, роботика како асистивна технологија и други трендови","Предавања:
	1. Вовед во предметот
	2. Роботски компоненти
	3. Роботска околина
	4. Движење кај модерните роботи. Формални дефиниции
	5. Чувствување на околината
	6. Сензорско - роботски системи
	7. Мерење и несигурност.
	8. Управувачки парадигми
	9. Учење и когниција. Однесување
	10. Роботика и емоции
	11. Интеракција човек - робот
	12. Еволуција - меѓу роботика и биологија

Вежби:
	1. Вовед во предметот
	2. трансформации
	3. кинематика на манипулатори
	4. траекторија на манипулатори
	5. Динамика на роботи
	6. Управување на роботи: Роботска рака , одечки робот, хексапод
	7. Чувствување и несигурност - Сензорен модел
	8. Управување на возилни роботи
	9. Контролен систем и роботско учење. Парадигми на роботско однесување.
	10. Емоционална роботика
	11. Интеракција човек - робот, алатки и примери
	12. Биороботика низ примери",6.0,Оперативни системи,проф. д-р Невена Ацковска,No
Web3 апликации,https://www.finki.ukim.mk/subject/F23L3S139,3,False,F23L3S139,Целта на овој курс е да овозможи на слушателите да разберат како фунцкционираат web3 апликациите. Ќе се надгради знаењето од блоковски вериги со апликации кои работат над паметните договори.,"Предавања:
	1. Блоковски вериги
	2. Паметни новчаници
	3. Поим за трансакција
	4. Индексирање
	5. Web3 платформи
	6. Web3 платформи
	7. Web3 платформи
	8. Frontend
	9. Frontend
	10. Истражување
	11. Проекти

Вежби:
	1. Блоковски вериги
	2. Користење на metamask
	3. Solidity
	4. Python индексер
	5. Moralis
	6. Aleph MicroVM
	7. Останато
	8. ethers.js
	9. React
	10. Истражување
	11. Проекти",6.0,Алгоритми и податочни структури или Примена на алгоритни и податочни структури,ворн. проф. д-р Магдалена Костоска Ѓорчевска ; ворн. проф. д-р Панче Рибарски,No
Неструктурирани бази на податоци,https://www.finki.ukim.mk/subject/F23L3S141,3,False,F23L3S141,"Целта на курсот е студентите да се запознаат со неструктурираните и полуструктурираните типови на податоци, нивната организација и чување, како и техниките за манипулација и обработка на истите. Исто така студентите ќе бидат запознаени и со NoSQL базите на податоци, современи бази на податоци кои не подлежат на релациониот модел, а се користат во дистрибуирани и кластер околини. Посебен акцент ќе биде ставен на практичното знаење на некоја од NoSQL базите на податоци.","Предавања:
	1. Вовед во полуструктурирани податоци. ObjectExchangeModel (OEM). Вовед во XML. Структура на XML документите.
	2. Шеми на податоци - DTD
	3. Шеми на податоци - XMLSchema
	4. Препораки за трансформација на ЕЕР модели во XML шеми на податоци
	5. Манипулација за XML документите. Користење на xPath за навигација низ XML документите
	6. Манипулација врз XML документите преку XQuery, поставување на едноставни прашалници и користење на кориснички дефинирани функции
	7. Вовед во NoSQL базите на податоци. Запознавање со начинот на структурирање, чување и манипулација со податоците организирани преку NoSQLбазите на податоци.
	8. Map-Reduce методологија за паралелно решавање проблеми
	9. Агрегација на податоци и агрегатни податочни модели како основа на NoSQL базите на податоци
	10. Document базирани бази на податоци и key-value базирани бази на податоци
	11. Column-family базирани бази на податоци и graph базирани бази на податоци
	12. Најчесто користени NoSQL бази на податоци и нивна примена во различни домени и апликации

Вежби:
	1. ОЕМ примери. Вовед во XML. Примери за структура на XML документите (елементи, атрибути)
	2. Шеми на податоци DTD
	3. Шеми на податоци XMLSchema
	4. Трансформација на ЕЕР модели во XMLSchema
	5. Примери со навигација низ XML документи со XPath
	6. Манипулација врз XML документите преку XQuery
	7. Повторување на релациона алгебра
	8. Решавање на проблеми во Map-Reduce
	9. Решавање проблеми со агрегатни модели
	10. Проектна задача
	11. Проектна задача
	12. Проектна задача",6.0,Бази на податоци,проф. д-р Горан Велинов ; проф. д-р Слободан Калајџиски,No
Операциони истражувања,https://www.finki.ukim.mk/subject/F23L3S144,3,False,F23L3S144,"Да го запознае студентот со областа на проблеми и методи на операциони истражувања, проблеми на оптимизација на ресурси и проекти и оптимално управување, со методи и техники на линеарно и нелинеарно програмирање, теории на одлучување и игри, операциони истражувања поврзани со управувaчки информациски системи и информациски системи за подршка на одлучување и предвидување.","Предавања:
	1. Вовед во операциони истражувања
	2. Моделирање со линеарно програмирање
	3. Симплекс метода и анализа на чувствителност
	4. Мрежни модели
	5. Управување со проекти со  PERT/CPM
	6. Динамичко, целно и целобројно програмирање
	7. Нелинеарно програмирање
	8. Теорија на одлучување, теорија на игри
	9. Системи на редици на чекање
	10. Симулациски модели
	11. Маркови вериги
	12. Предвидување

Вежби:
	1. Вовед во операциони истражувања
	2. Моделирање со линеарно програмирање
	3. Симплекс метода и анализа на чувствителност
	4. Мрежни модели
	5. Управување со проекти со  PERT/CPM
	6. Динамичко, целно и целобројно програмирање
	7. Нелинеарно програмирање
	8. Теорија на одлучување, теорија на игри
	9. Системи на редици на чекање
	10. Симулациски модели
	11. Маркови вериги
	12. Предвидување",6.0,Веројатност и статистика или Основи на теорија на информации или Математика 3 или Бизнис статистика,проф. д-р Ласко Баснарков,No
Софтверски дефинирани мрежи,https://www.finki.ukim.mk/subject/F23L3S160,3,False,F23L3S160,"По завршувањето на курсот се очекува студентот да има познавање на архитектурата на софтверски дефинираните мрежи и мрежите со виртуелизирани мрежни функции. Да ги знае начините за софтверски пристап до мрежите,  технологиите за конвергирани мрежи и одвојување на корисничкaта од контролната рамнина, како и хардверот од софтверот.","1. Вовед
	2. SDN Use cases
	3. Основна SDN архитектура
	4. Bare metal switches
	5. Switch OS
	6. Network OS
	7. Life spine fabric
	8. Future of SDN
	9. Покането предавање",6.0,Компјутерски мрежи или Компјутерски мрежи и безбедност,проф. д-р Соња Филипоска,No
Споделување и пресметување во толпа,https://www.finki.ukim.mk/subject/F23L3S162,3,False,F23L3S162,"Целта на предметот е да ги запознае студентите со можностите на толпата да споделува и обработува податоци кои овозможуваат да се решаваат проблеми кои се сеуште комплексни за компјутерските системи, но многу едноставни за колектив со човечка интелигенција. Предметот ќе ги воведе студентите во нов дизајн на апликации и концепт на програмирање кој се заснова на недоверливо учество на голем број поединци од толпата. Во предметот ќе се разгледаат постоечки апликации и платформи за собирање на податоци и решавање на обемни задачи на барање.","1. Вовед во пресметување и споедлување во топа
	2. Платформи за споделување во толпа
	3. Работни проблеми при споделување во толпа
	4. Програмски парадигми. Дизајн на алгоритми за споделено пресметување.
	5. Работни текови за споделување во толпа
	6. Споделување во толпа и интелигентни системи
	7. Напади и заштита при споделување во толпа
	8. Преглед на апликации базирани на споделување во толпа
	9. Економија на апликации базирани на споделување во толпа. Инвестиција во толпа.
	10. Интелигенција на јато
	11. Алгоритми за пресметување во јато
	12. Системи и апликации на врмрежени мобилни јазли",6.0,Вештачка интелигенција или Вовед во науката за податоци или Машинско учење,ворн. проф. д-р Сашо Граматиков,No
